company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,address,postal_code,city,country,state,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,modified
1569 | 4375 | 811 | 3499,ineos automotive | ineos, | ineos,,,,,,38 hans crescent,sw1x 0lz,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ineos-group-holdings-limited.gbd3o5qp1.html | https://www.info-clipper.com/en/company/united-kingdom/ineos-automotive-limited.gbd3p69qo.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
991 | 3759,ineos,,,,,,,"first names house victoria road, douglas",im2 4df,isle of man,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ineos-limited.gbd3ok7uv.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2568 | 4554,ineos chlor americas,ineos,,,,,,2036 foulk rd ste 204,198103650,wilmington,united states,delaware(de),,,https://www.info-clipper.com/en/company/united-states/ineos-chlor-americas-inc.usd28nr0n.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1572 | 4378,ineos hygienics,ineos,,,,,,school aycliffe lane,dl5 6ea,newton aycliffe,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ineos-hygienics-limited.gbd3qgt8i.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
1539 | 4345,infectious media,,,,,,,"4-7 fulwood place, high holborn",wc1v 6ae,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/infectious-media-limited.gbd3nz45u.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
2334 | 4287,infirmary health system,,,,,,,5 mobile infirmary cir,366073513,mobile,united states,alabama(al),,,https://www.info-clipper.com/en/company/united-states/infirmary-health-system-inc.usd1zzlop.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,infocom | infomart,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/infomart-corp/ | https://disfold.com/company/infocom-corp/,,¥117.77 billion | ¥146.91 billion,"505 | 1,196",mr. norihiro takehara | ken nakajima,,,,,,,,,,,,,,,,,,,,,True
2556 | 4542 | 1083 | 4539 | 2559 | 3395,infopro digital | infor | infopro digital usa,,,,,,,80 pine st | 55 broad st | 641 avenue of the americas,100112038 | 100051742 | 100042511,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/infor-inc.usd1apxiu.html | https://www.info-clipper.com/en/company/united-states/infopro-digital-usa-llc.usd1b6j8d.html | https://www.info-clipper.com/en/company/united-states/infopro-digital-inc.usdg1gakq.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
3161 | 549,informa tech research,,,,,,,5 howick place,sw1p 1wg,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/informa-tech-research-limited.gbd3pzc20.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3299 | 1550,infostretch,,,,,,,3200 patrick henry dr ste 250,950541873,santa clara,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/infostretch-corporation.usd2hbwhv.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,infoclip | infotel,,,,,,,,,paris,france,,,,https://disfold.com/company/infotel-sa/ | https://disfold.com/company/infoclip-sa/,,€360.5 million | €1.3 million,"2,600 | not found",mr. michel koutchouk | not found,,,,,,,,,,,,,,,,,,,,,True
1643 | 3447,ingenico,"ingenico, a worldline brand",,,,,,3025 windward plz ste 600,300058734,alpharetta,united states,georgia(ga),,,https://www.info-clipper.com/en/company/united-states/ingenico-inc.usd209u1k.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4614 | 2622,ingram micro americas,,,,,,,3351 michelson dr ste 100,926120697,irvine,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/ingram-micro-americas-inc.usd2s7gbu.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,inner mongolia first machinery | inner mongolia baotou steel union,,,,,,,,,baotou,china,,,,https://disfold.com/company/inner-mongolia-first-machinery-group-coltd/ | https://disfold.com/company/inner-mongolia-baotou-steel-union-co-ltd/,,cn¥17.76 billion | cn¥98.79 billion,"7,194 | not found",not found,,,,,,,,,,,,,,,,,,,,,True
,inner mongolia erdos resources | inner mongolia yitai coal,,,,,,,,,ordos,china,,,,https://disfold.com/company/inner-mongolia-yitai-coal-coltd/ | https://disfold.com/company/inner-mongolia-erdos-resources-coltd/,,$3.47 billion | cn¥27.30 billion,"21,222 | 5,335",not found,,,,,,,,,,,,,,,,,,,,,True
,innovationm | innovatiview,,it services & consulting,it services & consulting,,,private,,,noida,india,,2010 (13 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
4458 | 2490,insider,,,,,,,1 liberty plz fl 8,100061431,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/insider-inc.usddrp03i.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,inspired energy | inspired,,,,,,,,,preston,united kingdom,,,,https://disfold.com/company/inspired-energy-plc/ | https://disfold.com/company/inspired-plc/,,£149.6 million | €186.4 million,608,mr. mark dickinson,,,,,,,,,,,,,,,,,,,,,True
,aha! careers | kenna security careers | signal careers | instabug careers | nyana careers | softfinity careers | paravision careers | instabase careers | the ai foundation careers,,computer & network security | computer software | internet,computer & network security | computer software | internet,,,,,,san francisco,ca,,2014.0 | 2017.0 | 2015.0 | 2010.0 | 2013.0 | 2020.0 | 1999.0,,www.signal.org | www.kennasecurity.com | nyana.io | www.paravision.ai | www.aifoundation.com | www.instabase.com | www.instabug.com | www.aha.io | www.softfinity.com,,,1 to 50 employees | 51 to 200 employees,,,,,,,,,,,,,,,,,,,,,,True
,accellion careers | instart careers,,computer software,computer software,,,,,,palo alto,ca,,2010.0 | 1999.0,,www.instartlogic.com | www.accellion.com,,,201 to 500 employees | 51 to 200 employees,,,,,,,,,,,,,,,,,,,,,,True
3978 | 1121,integra document management,,,,,,,strada provinciale 11 padana superiore 2/b,20063,cernusco sul naviglio,italy,italy,,,https://www.info-clipper.com/en/company/italy/integra-document-management-srl.itd7lbvda.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1337 | 4205,integrated device,,,,,,,viale vincenzo lancetti 43,20158,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/integrated-device-technology-srl.itd7bygu5.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1393 | 4186,intel (uk),intel,,,,,,pipers way,sn3 1rj,swindon,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/intel-corporation-limited.gbd3lbsxr.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
2541 | 4521,interactive media,,,,,,,2722 michelson dr ste 100,926128905,irvine,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/interactive-media-holdings-inc.usd2pfq6w.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4607 | 1728,interchange italia,change,,,,,,via di porta angelica 37/39,193 | 00193,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/interchange-italia-srl.itd7einhu.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
4629 | 2637,intercontinental boston,,,,,,,510 atlantic ave,022102210 | 22102210,boston,united states,massachusetts(ma),,,https://www.info-clipper.com/en/company/united-states/intercontinental-boston.usdcyylag.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
760 | 3424,intercontinental hotels,holiday inn,,,,,,71 alma road,sl4 3hd,windsor,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/intercontinental-hotels-group-services-company.gbd3i6rwm.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
4502 | 1624,intercontinental specialty fats (italy) in forma abbreviato isf italy,,,,,,,ponte paleocapa snc,16126,genova,italy,italy,,,https://www.info-clipper.com/en/company/italy/intercontinental-specialty-fats-srl-in-forma-abbreviato-isf-italy-srl.itd76mmyx.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,interglobe quotient | interglobe air transport,,aviation,aviation,,, | private,,,gurgaon,india,,1989 (34 yrs old) | 1994 (29 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
,interlink communication | interlink telecom,,,,,,,,,bangkok,thailand,,,,https://disfold.com/company/interlink-communication-public-company-ltd/ | https://disfold.com/company/interlink-telecom-public-company-ltd/,,฿6.93 billion | ฿4.79 billion,not found,not found | mr. nuttanai anuntarumporn,,,,,,,,,,,,,,,,,,,,,True
,international tower hill mines | international petroleum | international battery metals,,,,,,,,,vancouver,canada,,,,https://disfold.com/company/international-tower-hill-mines-ltd/ | https://disfold.com/company/international-battery-metals-ltd/ | https://disfold.com/company/international-petroleum-corporation/,,c$232.8 million | c$828.6 million | c$1.86 billion,3 | not found,dr. john l. burba ph.d. | mr. mike nicholson | mr. karl m. l. hanneman,,,,,,,,,,,,,,,,,,,,,True
2674 | 2171,international schools partnership | international power,,,,,,,"100 new bridge street | second floor salisbury house, london wall",ec2m 5sq | ec4v 6ja,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/international-schools-partnership-limited.gbd3noi3k.html | https://www.info-clipper.com/en/company/united-kingdom/international-power-ltd.gbd3wm85c.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
24 | 3315,international sourcing,,,,,,,4025 viscount ave,381186106,memphis,united states,tennessee(tn),,,https://www.info-clipper.com/en/company/united-states/international-sourcing-company-inc.usdefrt4i.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,inter pharma | internet thailand,,,,,,,,,bangkok,thailand,,,,https://disfold.com/company/internet-thailand-public-company-ltd/ | https://disfold.com/company/inter-pharma-public-company-ltd/,,฿5.81 billion | ฿4.05 billion,not found,dr. trinnawat thanitnithiphan | not found,,,,,,,,,,,,,,,,,,,,,True
1549 | 4421,interpolimeri,,,,,,,via g.negri 11,35010,limena,italy,italy,,,https://www.info-clipper.com/en/company/italy/interpolimeri-spa.itd73i6hr.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3536 | 758,interporto rivalta scrivia,,,,,,,strada comunale savonesa 12/16,15057,tortona,italy,italy,,,https://www.info-clipper.com/en/company/italy/interporto-rivalta-scrivia-spa.itd75wm0n.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
3790 | 1867,interpublic of companies the,,,,,,,909 3rd ave,100224731,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/interpublic-group-of-companies-inc-the.usd45q9q.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3840 | 995,intesa sanpaolo,,,,,,,via monte di pieta' 8,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/intesa-sanpaolo-spa.itd757oga.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2562 | 4545,intralinks,,,,,,,622 3rd ave fl 10,100176708,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/intralinks-holdings-inc.usdda8669.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1702 | 3526,invacare,,,,,,,1 invacare way,440354190,elyria,united states,ohio(oh),,,https://www.info-clipper.com/en/company/united-states/invacare-corporation.usd19skye.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,invajo technologies | divio technologies,,,,,,,,,stockholm,sweden,,,,https://disfold.com/company/invajo-technologies-ab/ | https://disfold.com/company/divio-technologies-ab/,,kr84.8 million | kr122.6 million,16 | 14,love carlsson | mr. jon levin,,,,,,,,,,,,,,,,,,,,,True
,inversiones siemel | inversiones aguas metropolitanas,,,,,,,,,las condes,chile,,,,https://disfold.com/company/inversiones-siemel-sa/ | https://disfold.com/company/inversiones-aguas-metropolitanas-sa/,,cl$399.00 billion | cl$114.21 billion,"1,729 | 410",not found | mr. laureano cano iniesta,,,,,,,,,,,,,,,,,,,,,True
4249 | 1450 | 4246 | 4252 | 1456 | 1453,investec 1 | investec investments (uk) | investec bank, | investec,,,,,,30 gresham street | 2 gresham street,ec2v 7qp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/investec-1-limited.gbd3i7bvj.html | https://www.info-clipper.com/en/company/united-kingdom/investec-group-investments-limited.gbd3r5w6c.html | https://www.info-clipper.com/en/company/united-kingdom/investec-bank-plc.gbd3ic2a3.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,investec property fund | investec | investec bank,,,,,,,,,sandton,south africa,,,,https://disfold.com/company/investec-group/ | https://disfold.com/company/investec-property-fund-ltd/ | https://disfold.com/company/investec-bank-ltd/,,"r102.8 million | r26.00 billion | r328,762","8,200 | not found","mr. fani titi b.sc., bsc (hons), m.a., m.b.a., ma, mba | mr. richard john wainwright bcom, cta, ca(sa) | mr. andrew robert wooler",,,,,,,,,,,,,,,,,,,,,True
1459 | 4255,investec wealth investment,,,,,,,4th floor 5 george square,g2 1dy,glasgow,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/investec-wealth-investment-limited.gbd6io3xr.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,investment oresund | investor,,,,,,,,,stockholm,sweden,,,,https://disfold.com/company/investment-ab-oresund/ | https://disfold.com/company/investor-ab/,,not found | kr6.73 billion,"16,753 | 6",not found | mr. johan forssell m.sc.,,,,,,,,,,,,,,,,,,,,,True
,ion acquisition 2 | ion acquisition 3 | ion acquisition 1,,,,,,,,,herzliya,israel,,,,https://disfold.com/company/ion-acquisition-corp-2-ltd/ | https://disfold.com/company/ion-acquisition-corp-1-ltd/ | https://disfold.com/company/ion-acquisition-corp-3-ltd/,,$315.0 million | ₪4.2 million | $250.9 million,not found,mr. gilad shany mba | not found,,,,,,,,,,,,,,,,,,,,,True
,ion exchange india | ion exchange,,waste management,waste management,,,public,,,mumbai,india,,1964 (59 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
3627 | 337,ip,,,,,,,"2nd floor, 3 pancras square kings cross",n1c 4ag,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ip-group-plc.gbd3o3abb.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
333 | 341,ip2ipo innovations | ip2ipo,,,,,,,2nd floor 3 pancras square kings cross,n1c 4ag,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ip2ipo-innovations-limited.gbd4xrgym.html | https://www.info-clipper.com/en/company/united-kingdom/ip2ipo-limited.gbd3neopu.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
432 | 428,ipsos-asi | ipsos-insight,,,,,,,301 merrit 7 4th fl | 301 merritt 7 fl 4,68511070,norwalk,united states,connecticut(ct),,,https://www.info-clipper.com/en/company/united-states/ipsos-insight-llc.usdbtj5u.html | https://www.info-clipper.com/en/company/united-states/ipsos-asi-llc.usd1iloat.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
3047 | 2417,iqvia italy | invibes italy,,,,,,,via fabio filzi 29 | via giosue' carducci 31,20123 | 20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/invibes-italy-srl.itd7a699p.html | https://www.info-clipper.com/en/company/italy/iqvia-solutions-italy-srl.itd7346lv.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,irb infrastructure | iot infrastructure energy,,engineering & construction,engineering & construction,,,private | public,,,mumbai,india,,1996 (27 yrs old) | 1998 (25 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
1442 | 4310,ironman italy,,,,,,,via agnello 8,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/ironman-italy-srl.itd74gdlq.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,econ healthcare | isec healthcare,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/isec-healthcare-ltd/ | https://disfold.com/company/econ-healthcare/,,s$165.1 million | s$68.1 million,not found,mr. chu poh ong | not found,,,,,,,,,,,,,,,,,,,,,True
3300 | 664 | 3296 | 667,isg | isg uk,,,,,,,aldgate house 33 aldgate high street,ec3n 1ag,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/isg-uk-limited.gbdc7ketm.html | https://www.info-clipper.com/en/company/united-kingdom/isg-limited.gbd3nz4be.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4153 | 1363,isla cooperage,,,,,,,isla road,ab55 5dq,keith,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/isla-cooperage-company-limited.gbd8c080b.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
2056 | 3991,isle of capri lake charles,,,,,,,100 westlake ave,706695716,westlake,united states,louisiana(la),,,https://www.info-clipper.com/en/company/united-states/isle-of-capri-lake-charles.usd1g4zuy.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,isrotel | israel discount bank | israel,,,,,,,,,tel aviv,israel,,,,https://disfold.com/company/israel-corp-ltd/ | https://disfold.com/company/isrotel-ltd/ | https://disfold.com/company/israel-discount-bank-ltd/,,₪243.6 million | ₪100.3 million | ₪50.7 million,"1,341 | 4,800 | 8,036",mr. uri levin | mr. raviv zoller | mr. lior raviv,,,,,,,,,,,,,,,,,,,,,True
4280 | 1412,istituto italiano del marchio di qualita',,,,,,,via marco fabio quintiliano 43,20138,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/istituto-italiano-del-marchio-di-qualita-spa.itd78tq96.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3990 | 1133,italcer,,,,,,,via emilia ovest 53/a,42048,rubiera,italy,italy,,,https://www.info-clipper.com/en/company/italy/italcer-spa.itd73aqsd.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1163 | 4029,italia t1 roncolo,,,,,,,piazza walther von der vogelweide 8,39100,bolzano,italy,italy,,,https://www.info-clipper.com/en/company/italy/italia-t1-roncolo-srl.itd78qovz.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3870 | 1016,italia trasporto aereo,ita airways,,,,,,via xx settembre 97,187 | 00187,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/italia-trasporto-aereo-spa.itd7aromu.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
3648 | 839,italiana petroli,,,,,,,via salaria 1322,138 | 00138,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/italiana-petroli-spa.itd76dgbt.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1701 | 4580 | 1698 | 4577,italware,,,,,,,via della maglianella 65/e | via della maglianella 65 e,00166 | 166,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/italware-srl.itd791gpi.html | https://www.info-clipper.com/en/company/italy/italware-services-srl.itd798g4g.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,ito en | itochu enex,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/ito-en-ltd/ | https://disfold.com/company/itochu-enex-coltd/,,¥120.70 billion | ¥625.41 billion,"8,180 | 5,558",mr. kenji okada | mr. daisuke honjo,,,,,,,,,,,,,,,,,,,,,True
,itochu techno-solutions | itochu,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/itochu-techno-solutions-corp/ | https://disfold.com/company/itochu-corp/,,¥774.67 billion | ¥6.394 trillion,"9,050 | 125,944",mr. masahiro okafuji | mr. ichiro tsuge,,,,,,,,,,,,,,,,,,,,,True
2226 | 4170,itron international,,,,,,,2111 north molter road,990199469,liberty lake,united states,washington(wa),,,https://www.info-clipper.com/en/company/united-states/itron-international-inc.usd1aqyj1.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
2229 | 4173,itron manufacturing,,,,,,,2818 n sullivan rd,992165198,spokane valley,united states,washington(wa),,,https://www.info-clipper.com/en/company/united-states/itron-manufacturing-inc.usdp0hiz.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
3505 | 359,ixellion,,,,,,,moisa tn 4-2,13522,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/ixellion-as.eed8mq2pe.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,izmir firca sanayi ve ticaret anonim sirketi | izmir demir celik sanayi anonim sirketi,,,,,,,,,izmir,turkey,,,,https://disfold.com/company/izmir-firca-sanayi-ve-ticaret-anonim-sirketi/ | https://disfold.com/company/izmir-demir-celik-sanayi-anonim-sirketi/,,₺110.1 million | ₺3.20 billion,"1,794 | 116",not found,,,,,,,,,,,,,,,,,,,,,True
3316 | 679,j resources gold (uk),,,,,,,30 haymarket,sw1y 4ex,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/j-resources-gold-limited.gbd4vnngx.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4188 | 2244,j. m. smucker the,,,,,,,1 strawberry ln,446671298,orrville,united states,ohio(oh),,,https://www.info-clipper.com/en/company/united-states/j-m-smucker-company-the.usd2nmfy.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3503 | 509,j. p. coats,,,,,,,the square stockley park,ub11 1td,uxbridge,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/j-p-coats-limited.gbd3jgio9.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3280 | 652,j.c. bamford excavators,,,,,,,lakeside works rocester,st14 5jp,uttoxeter,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/jc-bamford-excavators-limited.gbd3ly249.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
955 | 3711,j.c.b. service,jcb,,,,,,lakeside works rocester,st14 5jp,uttoxeter,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/jcb-service.gbd3ly24h.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,jadestone energy,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/jadestone-energy-inc/ | https://disfold.com/company/jadestone-energy-plc/,,£432.5 million | €525.3 million,not found | 197,mr. alexander paul blakeley,,,,,,,,,,,,,,,,,,,,,True
,japan real estate investment | japan prime realty investment | japan post | japan lifeline | japan airlines | japan petroleum exploration | japan airport terminal | japan hotel reit investment | japan tobacco | japan retail fund investment | japan asset marketing | japan aviation electronics industry,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/japan-retail-fund-investment-corp/ | https://disfold.com/company/japan-aviation-electronics-industry-ltd/ | https://disfold.com/company/japan-petroleum-exploration-co-ltd/ | https://disfold.com/company/japan-real-estate-investment-corp/ | https://disfold.com/company/japan-lifeline-co-ltd/ | https://disfold.com/company/japan-post-holdings-co-ltd/ | https://disfold.com/company/japan-hotel-reit-investment-corp/ | https://disfold.com/company/japan-tobacco-inc/ | https://disfold.com/company/japan-prime-realty-investment-corp/ | https://disfold.com/company/japan-airlines-co-ltd/ | https://disfold.com/company/japan-asset-marketing-co-ltd/ | https://disfold.com/company/japan-airport-terminal-co-ltd/,,¥911.90 billion | ¥474.64 billion | ¥284.39 billion | ¥185.35 billion | ¥124.07 billion | ¥80.31 billion | ¥545.93 billion | ¥3.870 trillion | ¥1.054 trillion | ¥399.87 billion | ¥3.849 trillion | ¥149.68 billion,"145 | not found | 8,368 | 36,060 | 55,381 | 3,110 | 1,167 | 243,612 | 2,076",not found | katsuji okamoto | mr. masahiro fujita | mr. masamichi terabatake | mr. hiroya masuda | mr. keisuke suzuki | mr. naoki umeda,,,,,,,,,,,,,,,,,,,,,True
,japan excellent | japan exchange,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/japan-exchange-group-inc/ | https://disfold.com/company/japan-excellent-inc/,,¥186.40 billion | ¥1.220 trillion,"not found | 1,197",mr. akira kiyota | not found,,,,,,,,,,,,,,,,,,,,,True
,japan post bank | japan securities finance | japan logistics fund | japan post insurance,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/japan-post-bank-coltd/ | https://disfold.com/company/japan-post-insurance-co-ltd/ | https://disfold.com/company/japan-securities-finance-co-ltd/ | https://disfold.com/company/japan-logistics-fund-inc/,,¥3.911 trillion | ¥878.44 billion | ¥86.89 billion | ¥292.07 billion,"272 | 12,451 | not found | 8,252",mr. tetsuya senda | not found,,,,,,,,,,,,,,,,,,,,,True
4465 | 1658,jardine motors uk,lancaster bmw milton keynes,,,,,,auto way ipswich road severalls industrial park,co4 9ha,colchester,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/jardine-motors-group-uk-limited.gbd8cods0.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,jasmine international pcl | jasmine telecom,,,,,,,,,nonthaburi,thailand,,,,https://disfold.com/company/jasmine-telecom-systems-public-company-ltd/ | https://disfold.com/company/jasmine-international-pcl/,,฿281.82 billion | ฿37.06 billion,not found,mr. subhoj sunyabhisithkul | not found,,,,,,,,,,,,,,,,,,,,,True
3284 | 655,javelin global commodities (uk),,,,,,,7 howick place,sw1p 1bb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/javelin-global-commodities-ltd.gbd3nfc1v.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,jaya hind montupet (p) pune | jaya hind,,auto components,auto components,,,private | public,,,pune,india,,2013 (10 yrs old) | 1947 (76 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
958 | 3715,jcb finance,,,,,,,"the mill high street, rocester",st14 5jw,uttoxeter,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/jcb-finance-ltd.gbd3rjj30.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,jeil pharmaceutical | reyon pharmaceutical | ildong pharmaceutical,,,,,,,,,seoul,south korea,,,,https://disfold.com/company/ildong-pharmaceutical-co-ltd/ | https://disfold.com/company/jeil-pharmaceutical-coltd/ | https://disfold.com/company/reyon-pharmaceutical-co-ltd/,,₩511.46 billion | ₩407.78 billion | ₩1.550 trillion,"1,398 | 949 | 507",ms. soon-ock jung | not found,,,,,,,,,,,,,,,,,,,,,True
,jiangsu hoperun software | jiangsu expressway,,,,,,,,,nanjing,china,,,,https://disfold.com/company/jiangsu-hoperun-software-co-ltd/ | https://disfold.com/company/jiangsu-expressway-company-ltd/,,cn¥15.57 billion | cn¥40.10 billion,"not found | 5,456",not found,,,,,,,,,,,,,,,,,,,,,True
,jiangsu lihua animal husbandry | jiangsu hengli hydraulic,,,,,,,,,changzhou,china,,,,https://disfold.com/company/jiangsu-lihua-animal-husbandry-co-ltd/ | https://disfold.com/company/jiangsu-hengli-hydraulic-co-ltd/,,cn¥14.18 billion | cn¥69.31 billion,"5,373 | 5,772",not found,,,,,,,,,,,,,,,,,,,,,True
,jiangsu cnano | jiangsu sopo chemical,,,,,,,,,zhenjiang,china,,,,https://disfold.com/company/jiangsu-cnano-technology-co-ltd/ | https://disfold.com/company/jiangsu-sopo-chemical-co-ltd/,,cn¥34.03 billion | cn¥15.56 billion,"1,815 | 234",dr. tao zheng ph.d. | not found,,,,,,,,,,,,,,,,,,,,,True
,jiangsu zongyi | jiangsu zhongtian,,,,,,,,,nantong,china,,,,https://disfold.com/company/jiangsu-zongyi-coltd/ | https://disfold.com/company/jiangsu-zhongtian-technology-co-ltd/,,cn¥49.83 billion | cn¥10.72 billion,"574 | 12,495",not found,,,,,,,,,,,,,,,,,,,,,True
,jindalee resources | devex resources,,,,,,,,,west perth,australia,,,,https://disfold.com/company/devex-resources-limited/ | https://disfold.com/company/jindalee-resources-limited/,,a$201.5 million | a$143.8 million,not found,not found,,,,,,,,,,,,,,,,,,,,,True
